human,mouse
PKIA,Pkia
MYO5A,Myo5a
AMER1,Amer1
SUMO1,Sumo1
OTP,Otp
BBX,Bbx
NLGN2,Nlgn2
GP1BB,Gp1bb
DNAJC24,Dnajc24
CCDC102A,Ccdc102a
FGB,Fgb
SPATA6,Spata6
CPA2,Cpa2
EPG5,Epg5
UTP4,Utp4
LRCH4,Lrch4
LRCH4,Gm20605
ARSI,Arsi
TMX4,Tmx4
WARS2,Wars2
KRT9,Krt9
PROX1,Prox1
AFF1,Aff1
ATR,Atr
CDRT1,Fbxw10
DTNBP1,Dtnbp1
PSAT1,Psat1
ANO9,Ano9
GLB1L,Glb1l
ZNF644,Zfp644
DAZAP2,Dazap2
SIRT6,Sirt6
BCL7A,Bcl7a
OR5M11,Olfr1028
OR5M11,Olfr1029
LRRCC1,Lrrcc1
WDR59,Wdr59
KIAA2012,Gm973
AC006538.4,Slc39a3
ATCAY,Atcay
CFAP52,Cfap52
STK40,Stk40
MAP3K7CL,Map3k7cl
ZNF367,Zfp367
ATF1,Atf1
BTG2,Btg2
ISY1-RAB43,Isy1
BUB1B-PAK6,Pak6
KIRREL,Kirrel
TEX19,Tex19.2
TEX19,Tex19.1
EME2,Eme2
DEPDC5,Depdc5
KRT6A,Gm5414
LHX2,Lhx2
FIS1,Fis1
OBSL1,Obsl1
CEACAM1,Ceacam1
CEACAM1,Ceacam2
CYP4F8,Cyp4f15
CYP4F8,Cyp4f40
CYP4F8,Cyp4f14
RAB38,Rab38
ASAP3,Asap3
MEX3A,Mex3a
SYT1,Syt1
TWF2,Twf2
RFX3,Rfx3
IRX1,Irx1
TRAK2,Trak2
APOH,Apoh
ORC5,Orc5
SBSPON,Sbspon
DUSP19,Dusp19
HIST1H1C,Hist1h1c
HUWE1,Huwe1
TTF1,Ttf1
HERPUD1,Herpud1
ZBTB37,Zbtb37
CLEC3B,Clec3b
MCEMP1,Mcemp1
SQLE,Sqle
EMID1,Emid1
ZNF483,Zkscan16
TCEA3,Tcea3
TMLHE,Tmlhe
AIF1,Aif1
BIRC8,Xiap
F8A3,F8a
UEVLD,Uevld
TRDMT1,Trdmt1
GOSR2,Gosr2
TRAV12-1,Trav7n-5
TRAV12-1,Trav7d-2
TRAV12-1,Trav7-4
TRAV12-1,Trav7d-5
TRAV12-1,Trav7-3
TRAV12-1,Trav7-5
TRAV12-1,C920008G01Rik
TRAV12-1,Trav7d-4
TRAV12-1,Trav7-2
TRAV12-1,Trav7-1
TRAV12-1,Trav7n-4
TRAV12-1,Trav7d-3
TRAV12-1,Trav7-6
TRAV12-1,Trav7n-6
C19orf18,2900092C05Rik
P2RX7,P2rx7
EPB41,Epb41
STARD3NL,Stard3nl
SCP2,Scp2
FMR1NB,Fmr1nb
ZNF436,Zfp46
OCM,Ocm
SMIM18,Smim18
FILIP1,Filip1
IRX4,Irx4
ANO1,Ano1
GTF2E2,Gtf2e2
KIF14,Kif14
KLRC1,Klrc2
KLRC1,Klrc1
KLRC1,Klrc3
SPICE1,Spice1
AP3M2,Ap3m2
TDRD1,Tdrd1
TMX1,Tmx1
FAM187B,Fam187b
CFAP54,Cfap54
TTLL7,Ttll7
PREP,Prep
CLEC6A,Clec4n
VHL,Vhl
RAC3,Rac3
TMC1,Tmc1
YARS,Yars
F13A1,F13a1
RP1-309K20.6,Nfs1
CLPS,Clps
CAPRIN2,Caprin2
ACAA2,Acaa2
RNF44,Rnf44
B4GALT1,B4galt1
COX7A2,Cox7a2
ARHGAP33,Arhgap33
CALN1,Caln1
MZB1,Mzb1
DPEP3,Dpep3
FOXI3,Foxi3
QRICH2,Qrich2
RAB11FIP1,Rab11fip1
WBSCR17,Wbscr17
RILP,Rilp
NUP160,Nup160
SLC25A19,Slc25a19
RP11-119J18.1,Gm3045
ANXA7,Anxa7
NPM2,Npm2
CYB5R1,Cyb5r1
NEUROG1,Neurog1
BRSK2,Brsk2
GZMK,Gzmk
TMEM110,Tmem110
MAGEE1,Magee1
MUSTN1,Mustn1
BFSP1,Bfsp1
C16orf91,BC003965
CCHCR1,Cchcr1
GPR137C,Gpr137c
EYA1,Eya1
KDELR1,Kdelr1
SYNGR4,Syngr4
RP1-179P9.3,Gopc
ALG5,Alg5
E2F1,E2f1
BTAF1,Btaf1
RAPGEF6,Rapgef6
KCNQ4,Kcnq4
DDX50,Ddx50
MUM1,Mum1
PEX10,Pex10
CEP44,Cep44
ZYG11A,Zyg11a
COPE,Cope
TNF,Tnf
LOXL1,Loxl1
FNIP2,Fnip2
ZBTB26,Zbtb26
C1orf74,A130010J15Rik
TFAP2C,Tfap2c
TBC1D21,Tbc1d21
CMC4,Cmc4
STMN4,Stmn4
PTF1A,Ptf1a
LINC00371,Gm4131
IRS4,Irs4
FAM209A,Fam209
NPAS3,Npas3
CERK,Cerk
KRTAP1-4,Krtap9-3
KRTAP1-4,Krtap1-3
KRTAP1-4,Krtap1-5
KRTAP1-4,Krtap1-4
P2RY12,P2ry12
KRTAP3-3,Krtap3-2
KRTAP3-3,Krtap3-3
SLCO2A1,Slco2a1
HDC,Hdc
PLA2G2A,Pla2g2a
TMEM55B,Tmem55b
CFAP74,Cfap74
SYDE1,Syde1
TYW1,Tyw1
LGALS2,Lgals2
NSDHL,Nsdhl
N4BP2L2,N4bp2l2
TMEM8A,Tmem8
CTC-490E21.12,Egln2
VPS37C,Vps37c
KLRK1,Klrk1
CALHM2,Calhm2
MNAT1,Mnat1
C16orf72,1810013L24Rik
ZNF426,Zfp426
SLC30A4,Slc30a4
SEMA4G,Sema4g
L2HGDH,L2hgdh
CST4,Cst10
TLK1,Tlk1
TXNL4A,Txnl4a
ACOT8,Acot8
HSBP1L1,Hsbp1l1
FAM192A,Fam192a
PPP1R37,Ppp1r37
LMO4,Lmo4
PIPOX,Pipox
PANK1,Pank1
C9orf16,1110008P14Rik
PARP3,Parp3
ZNF296,Zfp296
OVOL3,Ovol3
CCDC174,Ccdc174
GPC6,Gpc6
CTD-2370N5.3,Evi2a
SIX1,Six1
JAKMIP3,Jakmip3
RPP38,Rpp38
SMIM13,Smim13
PTCHD4,Ptchd4
ECE2,Ece2
EVA1C,Eva1c
WDR5B,Wdr5b
NIT1,Nit1
WWC2,Wwc2
DVL3,Dvl3
AMBP,Ambp
ADGRF2,Adgrf2
CASP9,Casp9
VASN,Vasn
HMX2,Hmx2
RBM45,Rbm45
TRMT10A,Trmt10a
MAP3K20,Map3k20
MIDN,Midn
TM4SF19,Tm4sf19
MTTP,Mttp
RESP18,Resp18
PPP1R15A,Ppp1r15a
TNFRSF21,Tnfrsf21
DTD1,Dtd1
UBE2A,Ube2a
BTBD19,Btbd19
LINC00694,Gm35549
MICU3,Micu3
GRAMD1A,Gramd1a
GNA12,Gna12
PRKAA2,Prkaa2
CCDC39,Ccdc39
DCDC2,Dcdc2a
RAD51AP2,Rad51ap2
OR11G2,Olfr744
NCKAP5,Nckap5
APCS,Apcs
WFDC3,Wfdc3
TYMS,Tyms
FRS3,Frs3
SMARCA5,Smarca5
ATP6V1B1,Atp6v1b1
ATAD5,Atad5
CYS1,Cys1
LINC00238,Gm6657
BTBD3,Btbd3
PGRMC1,Pgrmc1
STON2,Ston2
CTD-2021K4.1,Cacnb4
NDUFB11,Ndufb11
NDUFB11,1700029P11Rik
CLEC4F,Clec4f
ACSL3,Acsl3
TOPAZ1,Topaz1
TEK,Tek
KHDRBS2,Khdrbs2
ZNF827,Zfp827
TIAM1,Tiam1
SLC47A1,Slc47a1
RAB12,Rab12
UBQLN3,Ubqln3
JAM2,Jam2
C14orf180,A530016L24Rik
TMEM177,Tmem177
ADAMTSL2,Adamtsl2
TRNP1,Trnp1
TSSC4,Tssc4
RNASE11,Rnase11
MUM1L1,Mum1l1
PPM1K,Ppm1k
ZFP64,Zfp64
ADD2,Add2
C12orf71,1700034J05Rik
TP73,Trp73
HBD,Hbb-bt
HBD,Hbb-bh2
HBD,Hbb-bs
ANAPC16,Anapc16
SEPT11,Sept11
NUDC,Nudc
ASB8,Asb8
URGCP,Urgcp
AFAP1,Afap1
PEX12,Pex12
OR52Z1,Olfr67
SGIP1,Sgip1
NRL,Nrl
MSL1,Msl1
TGIF1,Tgif1
DHRS7,Dhrs7
DHRS7,Gm4756
MRGBP,Mrgbp
COQ10A,Coq10a
OGFR,Ogfr
UBTD1,Ubtd1
RBMXL2,Rbmxl2
KIF23,Kif23
RBP2,Rbp2
SERTAD3,Sertad3
MBIP,Mbip
TMX3,Tmx3
CHST2,Chst2
TAF15,Taf15
DUOX2,Duox2
RAB36,Rab36
OGT,Ogt
VWA1,Vwa1
ARRDC4,Arrdc4
SEC24D,Sec24d
FUT2,Fut2
SPCS3,Spcs3
GAPVD1,Gapvd1
ITSN2,Itsn2
SELENBP1,Selenbp1
SELENBP1,Selenbp2
SMIM20,Smim20
TMEM185A,Tmem185a
CSAD,Csad
DDAH1,Ddah1
FAM234A,Fam234a
SPOCK2,Spock2
SEMA7A,Sema7a
RGS11,Rgs11
BRAT1,Brat1
THUMPD2,Thumpd2
C3orf18,6430571L13Rik
ANKAR,Ankar
MYL12B,Myl12b
DLGAP5,Dlgap5
SHC2,Shc2
PXK,Pxk
SLC44A4,Slc44a4
MROH7,Mroh7
ARL5B,Arl5b
LINC00890,A730046J19Rik
SNAP25,Snap25
RNF183,Rnf183
NDUFA1,Ndufa1
WSB1,Wsb1
SERPINB9,Serpinb9d
SERPINB9,Serpinb9e
SERPINB9,Serpinb9g
SERPINB9,Gm11397
SERPINB9,Serpinb9c
SERPINB9,Serpinb9
SERPINB9,Serpinb9f
SERPINB9,Serpinb9b
OR6A2,Olfr2
USP13,Usp13
PSG1,Ceacam1
PSG1,Ceacam2
GANC,Ganc
PHF8,4921501E09Rik
PHF8,Phf8
NBAS,Nbas
DLGAP3,Dlgap3
CMBL,Cmbl
CD81,Cd81
RNF113A,Rnf113a2
RNF113A,Rnf113a1
CCER2,Ccer2
HRH1,Hrh1
MRPL20,Mrpl20
CCR6,Ccr6
LYPD6B,Lypd6b
CADM2,Cadm2
FARSA,Farsa
ETFBKMT,Etfbkmt
CDKN2C,Cdkn2c
DLC1,Dlc1
LRRC8C,Lrrc8c
NOTO,Noto
TRPM2,Trpm2
FNDC11,Fndc11
SCRIB,Scrib
ADCYAP1R1,Adcyap1r1
ZNF585A,Zfp27
TCTE3,Gm3448
TCTE3,Tcte3
TMEM132D,Tmem132d
MAP1LC3B2,Map1lc3b
GMFB,Gmfb
EIF3E,Eif3e
SPATA2,Spata2
EIF4EBP2,Eif4ebp2
PDZK1IP1,Pdzk1ip1
MASTL,Mastl
GLT1D1,Glt1d1
KCTD12,Kctd12
KIAA1841,0610010F05Rik
NPDC1,Npdc1
LAD1,Lad1
KLK7,Klk7
TMEM68,Tmem68
BIRC2,Birc2
GOLGA1,Golga1
CTDSPL2,Ctdspl2
ACKR2,Ackr2
FAF1,Faf1
DHRS4L2,Dhrs4
PLA2G6,Pla2g6
MED23,Med23
HIGD1A,Higd1a
TRPC6,Trpc6
BGLAP,Bglap2
BGLAP,Bglap3
BGLAP,Bglap
OR5I1,Olfr152
JAKMIP1,Jakmip1
PRPH,Prph
GXYLT2,Gxylt2
SCML4,Scml4
SETBP1,Setbp1
TRA2A,Tra2a
ZNF32,Zfp637
ARSG,Arsg
MARCH3,March3
SMPDL3A,Smpdl3a
KLHL28,Klhl28
APAF1,Apaf1
WIPI1,Wipi1
NSUN7,Nsun7
GBE1,Gbe1
STN1,Stn1
VCAN,Vcan
RP11-240B13.2,Oc90
LGALSL,Lgalsl
GCC2,Gcc2
BRAF,Braf
LYPD2,Lypd2
MFN2,Mfn2
TTYH1,Ttyh1
PIGT,Pigt
FDPS,Gm43738
FDPS,Fdps
CSF3R,Csf3r
SFXN5,Sfxn5
MR1,Mr1
AKAP7,Akap7
SLC6A11,Slc6a11
SLC8A3,Slc8a3
ABC13-47488600E17.1,1700029H14Rik
SLC35A3,Slc35a3
SMOC1,Smoc1
ADAM9,Adam9
FLYWCH2,Flywch2
DNASE2B,Dnase2b
VSTM5,Vstm5
SH3BGR,Sh3bgr
SMOC2,Smoc2
NCAPD2,Ncapd2
RNF4,Rnf4
BPIFC,Bpifc
IFNA8,Ifna14
IFNA8,Ifna11
IFNA8,Ifna9
IFNA8,Ifna2
IFNA8,Ifna5
IFNA8,Ifna15
IFNA8,Ifna16
IFNA8,Ifnab
IFNA8,Ifna6
IFNA8,Ifna1
IFNA8,Ifna7
IFNA8,Ifna13
IFNA8,Ifna12
IFNA8,Ifna4
RP11-229P13.28,Ptgds
ABCD4,Abcd4
CNNM3,Cnnm3
CYSTM1,Cystm1
KIAA1644,1810041L15Rik
GIMAP4,Gimap4
ALKBH7,Alkbh7
ZCCHC7,Zcchc7
GABRG1,Gabrg1
ABLIM3,Ablim3
EVC2,Evc2
COL4A2,Col4a2
AFAP1L1,Afap1l1
OPTC,Optc
RASL10A,Rasl10a
FAM166B,Fam166b
RAB19,Rab19
CCDC33,Ccdc33
RPE,Rpe
CDK8,Cdk8
COL4A1,Col4a1
CUX1,Cux1
KRT74,Krt74
S100A8,S100a8
CNBP,Cnbp
MADD,Madd
CDYL2,Cdyl2
BPTF,Bptf
LILRA5,Lilra5
COL6A2,Col6a2
HTRA4,Htra4
ARFIP2,Arfip2
ZBTB47,Zfp651
RAP1B,Rap1b
XPOT,Xpot
TEX36,Tex36
FAM160B2,Fam160b2
CMA1,Cma1
TUBG1,Tubg1
LYZL2,Lyzl1
GSDMC,Gsdmc4
GSDMC,Gsdmc2
GSDMC,Gsdmc3
GSDMC,Gsdmc
ST8SIA6,St8sia6
FAM229B,Fam229b
RNF8,Gm28043
RNF8,Rnf8
PLA1A,Pla1a
UBTFL1,Ubtfl1
IGKV2D-24,Igkv1-35
IGKV2D-24,Igkv1-135
IGKV2D-24,Igkv1-132
IGKV2D-24,Igkv1-131
IGKV2D-24,Igkv1-133
CSF2,Csf2
TRIM37,Trim37
WBP2,Wbp2
MARC2,Marc2
CCDC17,Ccdc17
EPN2,Epn2
EZH1,Ezh1
ATXN7L3B,Atxn7l3b
COL9A1,Col9a1
LSM5,Lsm5
KRT15,Krt15
OR9A4,Olfr460
FZD7,Fzd7
MEFV,Mefv
GNAI3,Gnai3
SIGLEC15,Siglec15
SLC35A4,Slc35a4
BLOC1S4,Bloc1s4
MARK1,Mark1
MRFAP1L1,Mrfap1
MRFAP1L1,Gm5814
CCAR2,Ccar2
LRRC63,Lrrc63
PLCL1,Plcl1
DAPK1,Dapk1
GPR61,Gpr61
ZFP91,Zfp91
CNOT2,Cnot2
MARCH2,March2
PPP1R35,Ppp1r35
OMD,Omd
INTS3,Ints3
PIEZO1,Piezo1
SERPINB10,Serpinb10
ECHS1,Echs1
FRG2C,Frg2f1
MASP2,Masp2
RPL38,Rpl38
MAN2B2,Man2b2
CCDC113,Ccdc113
PC,Pcx
FABP3,Fabp3
EGR4,Egr4
TKT,Tkt
CLEC2L,Clec2l
CCDC14,Ccdc14
VAC14,Vac14
KCNJ9,Kcnj9
STK19,Stk19
NHSL1,Nhsl1
DNAJC22,Dnajc22
PNMA3,Pnma3
FOXE3,Foxe3
ENY2,Eny2
DDB2,Ddb2
TEKT3,Tekt3
PDHA1,Pdha1
ACTR5,Actr5
ZNF213,Zfp213
INPP5J,Inpp5j
P2RY2,P2ry2
MAP3K9,Map3k9
ZNF648,Zfp648
RCE1,Rce1
VOPP1,Vopp1
CFAP73,Cfap73
XRRA1,Xrra1
RTP1,Rtp1
TTI2,Tti2
TRPS1,Trps1
MAN1A2,Man1a2
PDGFD,Pdgfd
ZSCAN29,Zscan29
C8orf48,AI429214
KREMEN2,Kremen2
NPEPPS,Npepps
POP4,Pop4
LGI2,Lgi2
LRRC8B,Lrrc8b
DEFB105B,Defb12
DEFB105B,Defb35
CHRM5,Chrm5
PCSK4,Pcsk4
OR8I2,Olfr1104
CLDN12,Cldn12
CKB,Ckb
UBXN11,Ubxn11
EIF4EBP3,Eif4ebp3
FAM83H-AS1,K230010J24Rik
IRF1,Irf1
KDM4B,Kdm4b
BEST3,Best3
MMP12,Mmp12
NXPE3,Nxpe3
SLC25A23,Slc25a23
GSG2,Gsg2
ITGB4,Itgb4
GLE1,Gle1
ERCC1,Ercc1
BAG2,Bag2
SNN,Snn
GBP6,Gbp6
GBP6,Gm43302
GBP6,Gbp4
GBP6,Gbp9
GBP6,Gbp8
GBP6,Gbp10
GBP6,Gbp11
ASPRV1,Asprv1
PPP1R13L,Ppp1r13l
UTF1,Utf1
SYNDIG1L,Syndig1l
ZNF136,Zfp867
TMED2,Tmed2
NUF2,Nuf2
MAP1LC3B,Map1lc3b
AHSA1,Ahsa1
MSLN,Msln
HMCES,Hmces
SLC25A44,Slc25a44
CCDC103,Ccdc103
ATG9B,Atg9b
FCHSD2,Fchsd2
NOVA1,Nova1
ILF2,Ilf2
OR6K6,Olfr231
TRIP4,Trip4
SSX4B,Ssxb3
SSX4B,Ssxb5
SSX4B,Gm6592
SSX4B,Gm21876
SSX4B,Ssxb1
SSX4B,Ssxb8
SSX4B,Gm5751
SSX4B,Ssxb2
SSX4B,Gm14459
SSX4B,Ssxb6
SSX4B,Ssxb9
SSX4B,Ssxa1
SSX4B,Ssxb10
SSX4B,Ssx9
USE1,Use1
KIAA1456,6430573F11Rik
PRKAR1A,Prkar1a
ADIPOQ,Adipoq
OR6K3,Olfr424
PCNP,Pcnp
NDUFA7,Ndufa7
WIPF1,Wipf1
RPL35,Rpl35
RPL35,Gm2000
RPL35,Gm10269
OC90,Oc90
SAR1A,Sar1a
ATP6V0A4,Atp6v0a4
AP000304.12,Atp5o
C21orf2,1810043G02Rik
ORC6,Orc6
FXYD4,Fxyd4
CD55,Cd55b
CD55,Cd55
UQCC3,Uqcc3
ADAM32,Adam32
SPIN4,Spin4
NR1I2,Nr1i2
TEX43,Tex43
FTCD,Ftcd
PHIP,Phip
BMP4,Bmp4
SMIM5,Smim5
MXD1,Mxd1
PER1,Per1
SHH,Shh
DEFB131,Defb43
RAC1,Rac1
GAS6,Gas6
LTK,Ltk
MPP3,Mpp3
NFATC2IP,Nfatc2ip
PANX1,Panx1
PHAX,Phax
FN3K,Fn3k
C1orf123,0610037L13Rik
AMZ2,Amz2
CNTNAP1,Cntnap1
ITGB3,Itgb3
SIRT3,Sirt3
TRMT1L,Trmt1l
FAHD1,Fahd1
C17orf105,1700006E09Rik
SLC10A1,Slc10a1
LRRC32,Lrrc32
RPLP0,Rplp0
TLR5,Tlr5
PDLIM3,Pdlim3
EPX,Epx
TIMM17A,Timm17a
OR4D2,Olfr462
OR4D2,Olfr463
GSTM1,Gstm3
GSTM1,Gstm2
GSTM1,Gstm4
GSTM1,Gstm6
GSTM1,Gstm1
GSTM1,Gstm7
GSTM1,Gm6665
BRDT,Brdt
DYNLL2,Dynll2
RSPO3,Rspo3
TMIGD1,Tmigd1
PRR16,Prr16
SGMS1,Sgms1
GRIN2C,Grin2c
ARNT2,Arnt2
OR51G2,Olfr577
FPGS,Fpgs
OR52M1,Olfr554
JUP,Jup
TYW5,Tyw5
STX16,Stx16
ASCL2,Ascl2
ERC2,Erc2
SSX1,Ssxb3
SSX1,Ssxb5
SSX1,Gm6592
SSX1,Gm21876
SSX1,Ssxb1
SSX1,Ssxb8
SSX1,Gm5751
SSX1,Ssxb2
SSX1,Gm14459
SSX1,Ssxb6
SSX1,Ssxb9
SSX1,Ssxa1
SSX1,Ssxb10
SSX1,Ssx9
SSX5,Ssxb3
SSX5,Ssxb5
SSX5,Gm6592
SSX5,Gm21876
SSX5,Ssxb1
SSX5,Ssxb8
SSX5,Gm5751
SSX5,Ssxb2
SSX5,Gm14459
SSX5,Ssxb6
SSX5,Ssxb9
SSX5,Ssxa1
SSX5,Ssxb10
SSX5,Ssx9
ADAM30,Adam30
TMPRSS11E,Tmprss11e
FBRSL1,Fbrsl1
MOCS3,Mocs3
ADO,Ado
RPS6KA3,Rps6ka3
LONP1,Lonp1
ABCC12,Abcc12
TCP1,Tcp1
PPP1R36,Ppp1r36
MAST2,Mast2
ETFB,Etfb
ETFB,Gm45233
CRAT,Crat
SMARCD3,Smarcd3
CCM2L,Ccm2l
CLIP2,Clip2
MIA3,Mia3
AAR2,Aar2
GLCCI1,Glcci1
ZNF365,Zfp365
EXOC8,Exoc8
SLC5A5,Slc5a5
PBK,Pbk
ZNF623,Zfp623
ZBTB25,Zbtb25
RNF180,Rnf180
SEC11A,Sec11a
AKAP5,Akap5
NDUFAF4,Ndufaf4
ARID5B,Arid5b
EXOG,Exog
HEY2,Hey2
TNP2,Tnp2
PGS1,Pgs1
FNDC1,Fndc1
ZMYM3,Zmym3
ABCF2,Abcf2
MGAT2,Mgat2
IYD,Iyd
TNKS,Tnks
DNAH17,Dnah17
DPP7,Dpp7
GPN3,Gpn3
CA2,Car2
IDO2,Ido2
PRKCE,Prkce
SAPCD1,Sapcd1
NOV,Nov
TNNI3K,Tnni3k
TEN1-CDK3,Ten1
CBLL1,Cbll1
LRTM1,Lrtm1
FSCN3,Fscn3
OR1S2,Olfr1496
NMI,Nmi
ATP5J2-PTCD1,Ptcd1
SNU13,Snu13
TRBV12-5,Trbv16
CLEC16A,Clec16a
IFT80,Ift80
CYP2F1,Cyp2f2
ZNF800,Zfp800
ATP5J2,Atp5j2
IL7,Il7
SLFN5,Slfn5
SLC18A3,Slc18a3
DNAI2,Dnaic2
SLC35F5,Slc35f5
VIPR2,Vipr2
ECM1,Ecm1
RP11-343C2.7,Tmed6
CENPM,Cenpm
THAP1,Thap1
OR5M1,Olfr1022
OR5M1,Olfr1023
ITGA3,Itga3
DPP4,Dpp4
PKP4,Pkp4
TAAR1,Taar1
RAI14,Rai14
LPP,Lpp
KIF20A,Kif20a
C10orf105,Gm17455
NR1H3,Nr1h3
SNW1,Snw1
SAPCD2,Sapcd2
ARPIN,Arpin
IL1A,Il1a
FAM83D,Fam83d
ECT2L,Ect2l
SPCS1,Spcs1
TRABD2B,Trabd2b
PNLIPRP2,Pnliprp2
GREM2,Grem2
CREB3L3,Creb3l3
ZNF12,Zfp12
C2orf16,4932415D10Rik
SLC35B1,Slc35b1
CCR2,Ccr2
CCR2,Ccr5
CBX8,Cbx8
ENC1,Enc1
NSUN6,Nsun6
MTSS1L,Mtss1l
ARFGEF3,Arfgef3
SPRED2,Spred2
GPR84,Gpr84
PHYKPL,Phykpl
FFAR1,Ffar1
RENBP,Renbp
NLE1,Nle1
NR4A3,Nr4a3
HFE2,Hfe2
DAAM1,Daam1
TMEM189,Gm20431
TMEM189,Tmem189
SELENOM,Selenom
SF3B3,Sf3b3
SLC31A1,Slc31a1
NHP2,Nhp2
IGLC1,Iglc1
IGLC1,Iglc2
IGLC1,Igll1
IGLC1,Iglc4
IGLC1,Iglc3
GPR156,Gpr156
BCL2L10,Bcl2l10
NODAL,Nodal
MSRB1,Msrb1
CEP85,Cep85
FUT7,Fut7
KLK9,Klk9
HS3ST6,Hs3st6
USP36,Usp36
TICRR,Ticrr
MYF6,Myf6
ARMCX3,Armcx3
ASPH,Asph
EGLN1,Egln1
PDE6B,Pde6b
C11orf71,Gm5617
DUSP9,Dusp9
MTERF2,Mterf2
ARHGAP23,Arhgap23
ALX1,Alx1
DHRS3,Dhrs3
COA3,Coa3
CCNE2,Ccne2
SCRN2,Scrn2
HMGCS2,Hmgcs2
ZSCAN5C,Zscan5b
WDR13,Wdr13
ZSCAN5B,Zscan5b
FBXO30,Fbxo30
RAB34,Rab34
NCOA7,Ncoa7
USP28,Usp28
ZNF286A,Zfp286
EPHB6,Ephb6
MTHFD1,Mthfd1
PALB2,Palb2
AKAP1,Akap1
SLFN14,Slfn14
LIPM,Lipm
ZNF597,Zfp597
GLIPR1,Glipr1
ZNF174,Zfp174
ARL13B,Arl13b
TBKBP1,Tbkbp1
HSD17B13,Hsd17b13
GPR4,Gpr4
TRBC1,Trbc2
TRBC1,Trbc1
NXF2B,Nxf7
NXF2B,Nxf2
PRPF40B,Prpf40b
CFAP97,Cfap97
PLS1,Pls1
ZAP70,Zap70
HSPB8,Hspb8
POLR2K,Polr2k
NF2,Nf2
DUSP15,Dusp15
RP11-392E22.9,Ccdc144b
NLRP5,Nlrp5
RNF170,Gm45692
RNF170,Rnf170
PRKAB1,Prkab1
LRRIQ3,Lrriq3
BEGAIN,Begain
SRBD1,Srbd1
SOCS4,Socs4
SYBU,Sybu
GJB1,Gjb1
PRAG1,Prag1
RP11-106M3.2,Hexa
TMED6,Tmed6
PEBP1,Pebp1
PEBP1,Pbp2
VPS33A,Vps33a
SAP25,Sap25
METTL25,Mettl25
TMPRSS11F,Tmprss11f
WISP1,Wisp1
TMEM168,Tmem168
TFR2,Tfr2
PTK7,Ptk7
ZNF2,Zfp661
LDLRAD1,Ldlrad1
SBF1,Sbf1
RERG,Rerg
ATAD1,Atad1
TTYH2,Ttyh2
BET1,Bet1
RABL2A,Rabl2
TNIP2,Tnip2
OR13A1,Olfr211
GPR183,Gpr183
UTRN,Utrn
GPC1,Gpc1
CEBPB,Cebpb
CENPP,Cenpp
WDR60,Wdr60
GNG7,Gng7
OR5R1,Olfr1038-ps
ECM2,Ecm2
CHCHD7,Chchd7
SIPA1L1,Sipa1l1
PLAG1,Plag1
CTD-2278I10.6,Babam1
UNC5B,Unc5b
CFAP43,Cfap43
NR2F6,Nr2f6
SERPINC1,Serpinc1
MYO1B,Myo1b
ITFG1,Itfg1
PLEKHB1,Plekhb1
REV3L,Rev3l
SFSWAP,Sfswap
PRSS54,Prss54
SLC35B3,Slc35b3
FBXO41,Fbxo41
UNC5D,Unc5d
DDX10,Ddx10
CNGA1,Cnga1
PLK5,Plk5
RALGDS,Ralgds
ZRANB2,Zranb2
PPP2R2C,Ppp2r2c
VGLL3,Vgll3
C15orf40,3110040N11Rik
NUTM2D,Nutm2
ALKBH1,Alkbh1
PI4K2B,Pi4k2b
GJB5,Gjb5
SMIM12,Smim12
EIF4B,Eif4b
NYX,Nyx
UBE3C,Ube3c
CARMIL3,Carmil3
PIWIL1,Piwil1
C1orf185,4930522H14Rik
ZCCHC14,Zcchc14
MIIP,Miip
TRIM26,Trim26
TMEM115,Tmem115
DRC1,Drc1
ACVR1C,Acvr1c
TUBGCP4,Tubgcp4
ENOPH1,Enoph1
AMN1,Amn1
OR8H2,Olfr1098
OR8H2,Olfr1100
OR8H2,Gm13723
OR8H2,Olfr1097
OR8H2,Olfr1099
MUC4,Muc4
FAM83H,Fam83h
CCDC172,Ccdc172
MMP13,Mmp13
ACADL,Acadl
MPDZ,Mpdz
IL22RA2,Il22ra2
PTRH1,Ptrh1
POU3F4,Pou3f4
NAV2,Nav2
TOMM5,Tomm5
RNF225,Rnf225
OR10AG1,Olfr1123
OR10AG1,Olfr1118
OR10AG1,Olfr1117-ps1
OR10AG1,Olfr1122
OR10AG1,Olfr1116
CCR9,Ccr9
KRT18,Krt18
ING1,Ing1
BNIP2,Bnip2
CCDC13,Ccdc13
CYP11B1,Cyp11b2
CYP11B1,Cyp11b1
RP11-569D9.5,4932443I19Rik
AFTPH,Aftph
OSBPL3,Osbpl3
RPL37,Rpl37
LCMT2,Lcmt2
NME5,Nme5
OR6N1,Olfr429
FUCA1,Fuca1
SLC16A8,Slc16a8
CCDC82,Ccdc82
TSR1,Tsr1
RP1,Rp1
SELENOI,Selenoi
SOX13,Sox13
CTD-2550O8.5,Ndufa7
IVNS1ABP,Ivns1abp
SUGCT,Sugct
FAM76B,Fam76b
OXNAD1,Oxnad1
SERPINB5,Serpinb5
ACOT7,Acot7
CERKL,Cerkl
TSPAN17,Tspan17
RPS18,Rps18
ASNS,Asns
CRYGB,Crygb
OR4A47,Olfr1256
OR4C5,Olfr1260
C1orf68,2310050C09Rik
C7orf57,Gm11992
ASPDH,Aspdh
